player_id,player_name,bat_style,bowl_style,field_pos,player_full_name,lookup_name,lookup_full_name
12017,PP Ojha,Left hand Bat,Slow Left arm Orthodox, ,Pragyan Prayash Ojha,pp ojha,pragyan prayash ojha
8356,NA Saini,Right hand Bat,Right arm Fast, ,Navdeep Amarjeet Saini,na saini,navdeep amarjeet saini
12345,M Ntini,Right hand Bat,Right arm Fast, ,Makhaya Ntini,m ntini,makhaya ntini
18,NV Ojha,Right hand Bat, ,Wicketkeeper,Naman Vinaykumar Ojha,nv ojha,naman vinaykumar ojha
34272,RE Levi,Right hand Bat,Right arm Medium, ,Richard Ernst Levi,re levi,richard ernst levi
14478,R McLaren,Left hand Bat,Right arm Medium fast, ,Ryan McLaren,r mclaren,ryan mclaren
15745,ND Doshi,Right hand Bat,Slow Left arm Orthodox, ,Nayan Dilip Doshi,nd doshi,nayan dilip doshi
12795,RV Pawar,Left hand Bat,Slow Left arm Orthodox, ,Rajesh Vithal Pawar,rv pawar,rajesh vithal pawar
8425,Yash Thakur,Right hand Bat,Right arm Fast medium, ,Yash Ravisingh Thakur,yash thakur,yash ravisingh thakur
24,JC Buttler,Right hand Bat, ,Wicketkeeper,Joseph Charles Buttler,jc buttler,joseph charles buttler
1436,RK Singh,Left hand Bat,Right arm Offbreak, ,Rinku Khanchand Singh,rk singh,rinku khanchand singh
4099,Abdul Samad,Right hand Bat,Legbreak, ,Abdul Samad Farooq,abdul samad,abdul samad farooq
348,RA Jadeja,Left hand Bat,Slow Left arm Orthodox, ,Ravindrasinh Anirudhsinh Jadeja,ra jadeja,ravindrasinh anirudhsinh jadeja
7036,Ramandeep Singh,Right hand Bat,Right arm Medium, ,Ramandeep Singh,ramandeep singh,ramandeep singh
64,Kuldeep Yadav,Left hand Bat,Left arm Wrist spin, ,Kuldeep Yadav,kuldeep yadav,kuldeep yadav
3284,LS Livingstone,Right hand Bat,"Right arm Offbreak, Legbreak", ,Liam Stephen Livingstone,ls livingstone,liam stephen livingstone
33,JJ Bumrah,Right hand Bat,Right arm Fast, ,Jasprit Jasbirsingh Bumrah,jj bumrah,jasprit jasbirsingh bumrah
4071,D Padikkal,Left hand Bat,Right arm Offbreak, ,Devdutt Padikkal,d padikkal,devdutt padikkal
1421,Q de Kock,Left hand Bat, ,Wicketkeeper,Quinton de Kock,q de kock,quinton de kock
2947,MJ Santner,Left hand Bat,Slow Left arm Orthodox, ,Mitchell Josef Santner,mj santner,mitchell josef santner
2760,Rasikh Salam,Right hand Bat,Right arm Medium, ,Rasikh Salam Dar,rasikh salam,rasikh salam dar
44064,P Nissanka,Right hand Bat,,,Pathum Nissanka Silva,p nissanka,pathum nissanka silva
6999,B Sai Sudharsan,Left hand Bat,Legbreak, ,Bhardwaj Sai Sudharsan,b sai sudharsan,bhardwaj sai sudharsan
34,AM Rahane,Right hand Bat,Right arm Medium, ,Ajinkya Madhukar Rahane,am rahane,ajinkya madhukar rahane
1120,MJ Henry,Right hand Bat,Right arm Fast medium, ,Matthew James Henry,mj henry,matthew james henry
66,TA Boult,Right hand Bat,Left arm Fast medium, ,Trent Alexander Boult,ta boult,trent alexander boult
10,YS Chahal,Right hand Bat,Legbreak Googly, ,Yuzvendra Singh Chahal,ys chahal,yuzvendra singh chahal
13698,SM Harwood,Right hand Bat,Right arm Fast medium, ,Shane Michael Harwood,sm harwood,shane michael harwood
1,CH Gayle,Left hand Bat,Right arm Offbreak, ,Christopher Henry Gayle,ch gayle,christopher henry gayle
11962,S Sreesanth,Right hand Bat,Right arm Fast medium, ,Shanthakumaran Sreesanth,s sreesanth,shanthakumaran sreesanth
15807,AL Menaria,Left hand Bat,Slow Left arm Orthodox, ,Ashok Lakshminarayan Menaria,al menaria,ashok lakshminarayan menaria
2023,KM Asif,Right hand Bat,Right arm Medium, ,KM Asif,km asif,km asif
8953,Mayank Dagar,Right hand Bat,Slow Left arm Orthodox, ,Mayank J Dagar,mayank dagar,mayank j dagar
267,F du Plessis,Right hand Bat,Legbreak, ,Francois du Plessis,f du plessis,francois du plessis
13320,Yashpal Singh,Right hand Bat,Right arm Medium, ,Yashpal Singh,yashpal singh,yashpal singh
13228,JD Ryder,Left hand Bat,Right arm Medium, ,Jesse Daniel Ryder,jd ryder,jesse daniel ryder
2768,SM Curran,Left hand Bat,Left arm Medium fast, ,Samuel Matthew Curran,sm curran,samuel matthew curran
1630,M Vijay,Right hand Bat,Right arm Offbreak, ,Murali Vijay,m vijay,murali vijay
36227,SMSM Senanayake,Right hand Bat,Right arm Offbreak, ,Senanayake Mudiyanselage Sachithra Madhushanka Senanayake,smsm senanayake,senanayake mudiyanselage sachithra madhushanka senanayake
1398,C Munro,Left hand Bat,Right arm Medium fast, ,Colin Munro,c munro,colin munro
12314,Gagandeep Singh,Right hand Bat,Right arm Medium fast, ,Gagandeep Singh,gagandeep singh,gagandeep singh
34058,S Rana,Right hand Bat,Right arm Medium fast, ,Sachin Rana,s rana,sachin rana
8,S Aravind,Left hand Bat,Left arm Medium fast, ,Sreenath Aravind,s aravind,sreenath aravind
341,S Badree,Right hand Bat,Legbreak, ,Samuel Badree,s badree,samuel badree
14278,AB McDonald,Right hand Bat,Right arm Fast medium, ,Andrew Barry McDonald,ab mcdonald,andrew barry mcdonald
4078,I Udana,Right hand Bat,Left arm Medium fast, ,Isuru Udana Tillakaratna,i udana,isuru udana tillakaratna
1998,M Ashwin,Right hand Bat,Legbreak Googly, ,Murugan Ashwin,m ashwin,murugan ashwin
13203,T Thushara,Left hand Bat,Left arm Fast medium, ,Magina Thilan Thushara Mirando,t thushara,magina thilan thushara mirando
14649,DR Martyn,Right hand Bat,Right arm Medium, ,Damien Richard Martyn,dr martyn,damien richard martyn
11998,LRPL Taylor,Right hand Bat,Right arm Offbreak, ,Luteru Ross Poutoa Lote Taylor,lrpl taylor,luteru ross poutoa lote taylor
12765,PM Sarvesh Kumar,Right hand Bat,Right arm Medium, ,PM Sarvesh Kumar,pm sarvesh kumar,pm sarvesh kumar
8312,Sikandar Raza,Right hand Bat,Right arm Offbreak, ,Sikandar Raza Butt,sikandar raza,sikandar raza butt
12842,Abdur Razzak,Left hand Bat,Slow Left arm Orthodox, ,Abdur Razzak,abdur razzak,abdur razzak
7005,DG Nalkande,Right hand Bat,Right arm Fast medium, ,Darshan Girish Nalkande,dg nalkande,darshan girish nalkande
16296,J Syed Mohammad,Left hand Bat,Slow Left arm Orthodox, ,Jamaluddin Syed Mohammad,j syed mohammad,jamaluddin syed mohammad
2745,KMA Paul,Right hand Bat,Right arm Fast medium, ,Keemo Mandela Angus Paul,kma paul,keemo mandela angus paul
14873,NLTC Perera,Left hand Bat,Right arm Medium fast, ,Narangoda Liyanaarachchilage Thisara Chirantha Perera,nltc perera,narangoda liyanaarachchilage thisara chirantha perera
1471,TK Curran,Right hand Bat,Right arm Fast medium, ,Thomas Kevin Curran,tk curran,thomas kevin curran
14454,Anirudh Singh,Left hand Bat,Right arm Medium, ,Anirudh Singh,anirudh singh,anirudh singh
3793,J Suchith,Left hand Bat,Slow Left arm Orthodox, ,Jagadeesha Suchith,j suchith,jagadeesha suchith
1581,Shivam Mavi,Right hand Bat,Right arm Fast medium, ,Shivam Pankaj Mavi,shivam mavi,shivam pankaj mavi
57,CA Lynn,Right hand Bat,Slow Left arm Orthodox, ,Christopher Austin Lynn,ca lynn,christopher austin lynn
12369,DP Vijaykumar,Right hand Bat,Right arm Medium, ,David Paidikalva Vijaykumar,dp vijaykumar,david paidikalva vijaykumar
178,SW Billings,Right hand Bat, ,Wicketkeeper,Samuel William Billings,sw billings,samuel william billings
33963,Y Gnaneswara Rao,Right hand Bat,Right arm Medium, ,Yalaka Gnaneswara Rao,y gnaneswara rao,yalaka gnaneswara rao
3641,O Thomas,Left hand Bat,Right arm Fast, ,Oshane Romaine Thomas,o thomas,oshane romaine thomas
7476,R Dhawan,Right hand Bat,Right arm Medium fast, ,Rishi Dhawan,r dhawan,rishi dhawan
15867,BA Bhatt,Left hand Bat,Slow Left arm Orthodox, ,Bhargav Ashok Bhatt,ba bhatt,bhargav ashok bhatt
12269,CRD Fernando,Right hand Bat,Right arm Fast medium, ,Congenige Randhi Dilhara Fernando,crd fernando,congenige randhi dilhara fernando
16009,R Ninan,Right hand Bat,Right arm Offbreak, ,Ryan Ninan,r ninan,ryan ninan
11,A Choudhary,Right hand Bat,Left arm Medium, ,Aniket Vinod Choudhary,a choudhary,aniket vinod choudhary
3100,AS Joseph,Right hand Bat,Right arm Fast, ,Alzarri Shaheim Joseph,as joseph,alzarri shaheim joseph
14303,CK Langeveldt,Right hand Bat,Right arm Fast medium, ,Charl Kenneth Langeveldt,ck langeveldt,charl kenneth langeveldt
14707,AB Barath,Right hand Bat,Right arm Offbreak, ,Adrian Boris Barath,ab barath,adrian boris barath
2138,DR Shorey,Right hand Bat,Right arm Offbreak, ,Dhruv Ranjan Shorey,dr shorey,dhruv ranjan shorey
753,SP Jackson,Right hand Bat, ,Wicketkeeper,Sheldon Philip Jackson,sp jackson,sheldon philip jackson
2,Mandeep Singh,Right hand Bat,Right arm Medium, ,Mandeep Singh,mandeep singh,mandeep singh
11956,SM Katich,Left hand Bat,Left arm Wrist spin, ,Simon Mathew Katich,sm katich,simon mathew katich
12234,JA Morkel,Left hand Bat,Right arm Medium fast, ,Johannes Albertus Morkel,ja morkel,johannes albertus morkel
50,DR Smith,Right hand Bat,Right arm Medium, ,Dwayne Romel Smith,dr smith,dwayne romel smith
13,S Dhawan,Left hand Bat,Right arm Offbreak, ,Shikhar Dhawan,s dhawan,shikhar dhawan
71,GJ Maxwell,Right hand Bat,Right arm Offbreak, ,Glenn James Maxwell,gj maxwell,glenn james maxwell
36973,UA Birla,Right hand Bat,Right arm Medium, ,Udit Alok Birla,ua birla,udit alok birla
316,C de Grandhomme,Right hand Bat,Right arm Medium fast, ,Colin de Grandhomme,c de grandhomme,colin de grandhomme
8646,YV Dhull,Right hand Bat,Right arm Offbreak, ,Yash Vijay Dhull,yv dhull,yash vijay dhull
34522,GB Hogg,Left hand Bat,Left arm Wrist spin, ,George Bradley Hogg,gb hogg,george bradley hogg
8776,Harpreet Singh,Left hand Bat,Right arm Medium, ,Harpreet Singh Bhatia,harpreet singh,harpreet singh bhatia
12546,J Arunkumar,Right hand Bat,Right arm Offbreak, ,Jagadeesh Arunkumar,j arunkumar,jagadeesh arunkumar
14712,SJ Srivastava,Right hand Bat,Left arm Fast medium, ,Shalabh Jagdishprasad Srivastava,sj srivastava,shalabh jagdishprasad srivastava
8082,R Sanjay Yadav,Left hand Bat,Slow Left arm Orthodox, ,Ramsingh  Sanjay Yadav,r sanjay yadav,ramsingh sanjay yadav
